iso3c,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018,c019,c020,c021,c022,c023,c024,c025,c026,c027,c028,c029,c030,c031,c032,c033,c034,c035,c036,c037,c038,c039,c040,c041,c042,c043,c044,c045,c046,c047,c048,c049,c050,c051,c052,c053,c054,c055,c056,c057,c058,c059,c060,c061,c062,c063,c064,c065,c066,c067,c068,c069,c070,c071,c072,c073,c074,c075,c076,c077,c078,c079,c080,c081,c082,c083,c084,c085,c086,c087,c088,c089,c090,c091,c092,c093,c094,c095,c096,c097,c098,c099,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122,c123,c124,c125
BIH,,25.794765,23.860733,25.49889,24.279316,25.952984,34.970692,22.031214,,45.16502,,,,,,58.526295,9.1105585,8.6323748,,,3.5109599,,11.086301,18.708984,,,,,24.282303,,48.747795,44.794598,37.531952,29.825432,,,,,,25.928635,,,22.889355,42.961128,,,,68.028084,,,,,,,,,,,15.731478,,,0.60710055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,3.2871869,,,1.8604525,,4.1082106,0.20998047,0.45652819,0.87641472,,0.11834279,0.036215436,12.89267,0.35027182,3.2548168,,0.46950045,,0.37050915,0.87744308,,0.36994866,,,1.5073782,0.53208226,6.5271997,0.43458536,,,2.68997,1.3498021,1.5320518,2.6075101,2.6075089,,,2.9824126,0.28972363,,2.7642853,,,2.6075089,1.1645863,2.5135098,,,5.1984019,,,,,,,,,,1.8190567,0.36215422,,0.40787819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,84.999992,70.000031,75,189.99997,84.999977,85.000023,52.693249,88.500351,35.72485,200,,96.216339,,,,140,40.000011,39.999996,41.744213,13.758815,28.150774,25.866285,49.999977,104.09703,104.65652,,96.860359,,92.074837,,170.00011,170.00008,170,56.999989,56.999966,57,57.000008,56.999981,,56.999992,,57,56.999989,57.000011,,,710.46771,137.5793,,,,,,,,,,,122.47461,,,2.4313519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUA,60.679585,80.906105,28.358501,84.277191,,,,75.849464,,101.13261,13.1065,,,,58.994022,,33.710873,,29.733227,10.209525,10.113263,29.875526,,,50.566311,5.6159887,75.849487,67.421753,,,68.264519,67.421761,67.421768,40.453041,40.453049,,40.453053,80.906105,34.208313,117.57537,65.24453,,114.36159,28.133598,80.906113,32.755661,112.27289,,58.62162,,,,,84.276787,,,,,40.453056,21.446095,,1.0400852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIN,0.81812942,,,0.46303761,,,0.052260842,0.11362267,0.21812578,,0.029453654,0.009013452,3.208782,0.087177143,0.8100726,,,,0.092213929,0.21838181,0.11897767,0.092074372,,,0.37516248,0.13242678,1.6245166,0.1081614,,,0.66949105,0.33594435,0.38130346,0.64896786,0.64896786,,0.64896858,0.7422753,0.072107576,,0.68798703,,,0.64896762,0.28984725,0.6255734,0.59139132,,1.2938004,,,,,1.8026812,,0.054080565,,,0.45273453,0.090134449,,0.10151442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,54.428001,,,50.77459,,,,,,,8.9709663,67.689049,102.67903,2.249716,59.588951,,,27.598125,,,,20.448809,,,,3.8439579,,,,,87.193787,,73.866638,95.473373,69.501625,83.100586,85.969681,137.82468,23.41445,,44.657726,,,,38.280708,22.420179,,,,,,,,,,,,,53.016243,,,0.71190405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAI,12.263021,,,6.9405117,,,,1.7031015,,15.065311,0.44148368,0.13510346,48.096733,1.306706,12.142255,,1.7514943,0.41269413,,,,1.3801113,,,5.6233497,1.9849583,24.350039,1.6212418,,,10.035065,5.035502,5.7153945,9.7274427,9.7274427,9.7274466,,11.126036,1.0808276,,10.312306,,,9.727438,4.3445477,9.3767748,,,,,,,,,,0.81061894,,,6.7860808,,,1.5216097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HON,129.9247,32.481174,,64.962357,,,,32.481174,,194.8871,16.837872,127.04753,192.72134,,162.40591,,25.984941,,,,8.6616468,38.38097,,,103.87253,7.2148399,101.32242,129.92473,,,97.443527,108.27058,108.27058,86.616447,86.616493,86.616501,86.616486,216.54117,64.962349,151.04865,216.54117,,146.91992,36.143131,129.92474,32.481186,,,75.310966,,,,,,,,,,86.616455,,,1.3361936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,84.033638,83.653511,58.097374,93.399567,42.277287,46.898014,39.816109,66.872711,26.994438,108.01864,,,,,,51.16671,55.857445,43.857193,31.542788,,42.232841,,40.608509,85.27784,,,,,,24.366064,151.14911,131.03722,96.513634,,,,,,,43.857182,,,22.740768,53.181698,,,,103.95778,,,,,,,,,,,92.544373,,70.095078,6.8756051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRV,,104.79998,28.999998,100.10001,40.000004,29,62.158154,104.39701,,69.300003,,,,,,100,45.500004,0,49.242413,,30.1,,80.400002,79.299995,,,,,58.400009,,125,117.60002,150.67039,150.21397,,,,,,88.204987,,,79.500008,83.02356,,,,162.29166,,,,,,,,,,,15.399997,,,10.733714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,76.754845,108.20896,29.600166,18.160166,56.451305,43.089001,10.554106,14.880123,8.2231007,107.88358,15.579456,93.145676,163.19713,,104.36612,104.44884,35.319946,48.536629,33.012493,12.585059,35.17355,25.351719,84.141922,41.7043,59.333763,6.5934968,87.847557,53.882408,14.964876,,163.08871,116.97076,109.91006,171.37825,120.65691,134.76439,139.44038,228.60789,,141.29347,58.650913,140.87923,149.82028,31.232527,66.911003,42.169739,124.63772,88.620285,63.289455,,,,17.228634,88.598274,,2.0770328,,,91.205482,24.99431,80.749008,1.1065032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,94.499992,,,67.999962,,,,18.724516,,67.999992,25.99999,162.78888,246.93788,5.4104571,72.000061,,55.109142,,48.944176,16.805992,8,8,,,133.09409,6.750011,,76.000076,,,116.00007,45.500031,115.99999,229.60901,167.14801,199.85283,206.75294,331.46161,,,107.39973,,,46.310974,49.00005,66.500008,66.499992,,45.500023,,,,,138.72888,,4.1618819,,,60.000072,21.000006,,1.7120936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRN,84.778618,55.413525,51.020264,57.253479,42.383907,45.305599,78.529854,38.459442,,102.35375,,,,,69.797005,129.23529,20.45805,16.335049,31.221647,0.79329813,7.8841529,19.560209,24.895584,32.659897,103.08243,,71.121948,,54.509853,,109.45081,93.455338,84.274307,66.971581,71.965996,95.784088,144.13925,66.884697,,58.214752,,214.82884,51.393681,96.458778,,,160.48006,,,,,,,,,,,,39.169834,,38.813648,1.4466448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRQ,188.70776,216.94885,67.29818,176.04105,,,22.766895,,,242.20264,,,,,206.6013,200.93439,79.448441,,70.560577,24.228439,87.382523,70.898247,149.66901,,191.87576,,187.16515,,43.683414,,302.31042,233.61748,256.10364,331.01657,240.96964,288.11865,298.06628,477.85321,,279.02057,,271.01761,271.39389,66.764435,,,266.43713,,,,,,,,,,,,183.81305,,172.6042,2.4682484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,,138.28941,95.074005,,82.973663,82.973671,,,,103.71706,,,,,,155.57565,0,0,33.567745,,,,,129.64638,,,,,,,160.85239,139.44943,102.70953,,,,,,,60.127892,,,47.959373,56.595795,,,,110.63154,,,,,,,,,,,,,,105.24898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,,90.000015,50.000011,250.00003,,119.99999,,139.25868,56.214409,350.00003,,151.40016,301.0506,,,,,143.20767,65.686104,21.650019,,80.000008,120.00002,,180.00002,,152.41353,,100,,300.00003,299.99997,300.00003,120,120,119.99998,200.00003,500,,150.00002,379.54858,300.00003,150.00002,120.00001,,,,,,,,,,,,,,,120,,,14.318062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,128.8606,91.599968,82.279869,209.65111,122.42692,108.48896,45.286755,94.031906,37.957764,125.40912,,102.23022,,,,98.442307,34.260548,34.240986,,14.618773,27.922468,,44.23378,102.48589,,,102.91504,,99.964195,4.6188025,125.62197,125.62009,125.62173,66.237091,66.237068,66.237068,66.237045,66.238655,,66.235764,,,65.757103,66.237061,,,,118.24134,,,,,,,,,,,108.71724,,5.7100172,12.820014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV,10.581523,,,9.8712511,,6.8213401,1.2766219,1.5136664,1.3457677,13.581171,1.7440746,13.159645,19.962154,0.43737417,11.584873,,,,3.9565825,1.3585755,4.8998523,3.9755211,,,10.759157,0.7473163,10.495019,8.7237034,,,16.951626,13.09977,14.360652,18.561287,13.512032,16.155848,16.713646,26.794941,4.5520806,,8.6820536,,,3.743721,7.4422755,4.358778,14.940086,,7.8007412,,,,,11.214664,,0.33644074,,,10.307055,2.8538189,,0.13840353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAZ,2.4307718,2.0887177,1.9321139,2.0647643,1.9660083,2.1015389,2.8317394,1.7839705,2.022676,3.6572189,0.87879199,0.34428453,7.6603165,,,4.7391505,0.73772401,0.69900197,1.1259055,0.028661625,0.28429902,0.70532984,0.89770925,1.5149542,3.3744376,0.82188445,2.5647576,4.0660067,1.9662519,,3.9473405,3.6272275,3.0391386,2.4151049,2.5951865,3.4541123,5.1979513,,,2.0995624,6.1058617,7.7464023,1.8534588,3.4787638,4.2317886,,5.7874641,5.5085521,4.0510216,,,,,4.3035374,,0.1291064,,,1.2738535,1.2049937,1.3998215,0.049159858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,48.302803,,,41.029736,,,,,,72.674088,17.462822,6.8414125,152.22113,4.1355882,50.015663,,14.659611,13.890174,,,,14.015888,,,,16.331987,,,,,78.439079,72.078064,60.391891,47.991486,51.569965,68.638008,,47.929005,29.058537,,121.33196,,,,84.091537,27.074118,,,,,,,,,,2.5655241,,,25.313202,,,0.9768728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,78.000031,117.00005,34.000004,200.00005,,34.000011,34.000004,,,110.00002,,51.999992,177.99994,270.00006,226,176.00006,29.999996,29.999996,,,29.99999,40.000015,,117.99995,,,,,,,242.99985,218.00011,117.99998,191,,,289.00006,288.99991,,289.00006,288.99994,,72.000015,,,,661.00006,222.05563,,,,,,,,,,,280.00012,,,106.00003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOR,,27.600006,3.5999997,176.04103,,,22.766903,26.994278,,300.00003,,,,,,,,,,,,,,,,,187.16515,,99.999992,,500,100.00002,256.10361,239.99997,240.00003,240,,500.00003,,240.00002,,271.01761,271.39398,66.764442,,,,,,,,,,,,,,,183.81303,,172.60419,2.4682486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGZ,10.893794,7.9584088,2.1317341,6.1655712,12.86286,13.614673,0.69587886,1.512942,2.9044526,13.383201,,,,,,28.909784,1.555932,0.36661491,1.2278737,2.9078624,1.584246,1.2260153,9.269206,22.201649,4.9954739,,21.631241,,8.1008215,,8.9146023,4.4732642,5.0772438,8.6413269,8.6413269,8.6413298,8.6413374,,,8.6413136,,,8.6413317,8.6413279,,,,,17.227592,,,,22.083437,,,,,,6.0283828,,20.7157,1.351715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,14.437531,8.6489267,6.1778073,3.7066834,,17.519972,0.89548838,7.4133644,,18.533417,0.50468713,0.15444517,54.982334,1.4937769,9.2667122,,3.0889032,,3.0889044,3.7419646,2.0386779,4.9422469,11.928027,28.570059,6.4283972,2.2691295,27.836058,,,,18.533422,18.533415,18.533413,11.120049,11.120049,11.120054,11.120048,11.12005,1.2355611,11.120044,11.120051,11.120047,11.12005,11.120049,14.826748,,15.444514,,22.169214,,,,,30.888878,,0.92667133,,,7.4133658,,,1.7394463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,0.95166177,,,4.7930002,,,,,,10.403848,1.3062023,0.093300186,33.214802,,8.3852377,,1.2095525,,0.95452613,2.2605174,1.2315637,0.95308161,,,3.8833895,1.3707789,16.815723,,,,,1.6794032,1.6794031,6.7176065,6.717608,6.7176108,,7.683455,,,7.1215043,,,6.7176056,3.0002716,,6.1216197,,13.392407,,,,17.167252,,,,,,0.93300182,0.9330017,,1.0507981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRK,108.64822,44.471878,11.91221,77.797493,71.878113,76.079315,3.8885968,8.4543743,16.230188,74.785797,2.1915715,0.67066795,238.75737,,,161.54897,8.6946058,2.0486579,6.8614039,16.249237,8.8528271,6.8510208,51.796684,,27.914894,9.8535461,120.8762,8.0480185,45.267696,,49.81514,24.996761,28.371834,48.288055,48.288063,48.288074,48.288128,,,48.287971,51.191387,48.288177,48.288097,48.288025,21.566799,,44.003937,171.69101,96.268425,,,,,,,4.0239983,,,33.686848,6.7066784,115.76012,7.5534329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,169.22585,276.91492,276.91507,276.9151,276.91501,,276.91501,276.91498,276.91501,153.84166,,84.612907,,,,,61.536663,,61.536671,19.692995,40.292233,37.022434,,148.99414,,,138.63635,,,,343.06699,343.06696,343.06693,,,,184.61002,,,184.60999,184.60999,,184.61005,184.61,,,1016.893,196.91734,,,,,,,,,,,175.29803,,132.77444,13.023804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWT,,150,120.00001,276.83328,,,,,,150,,,,,,,,,,,,,,,,,,,157.75497,,450,149.99998,218.84013,218.17715,137.56841,,,,,,,265.01266,102.18559,120.58698,,,,,,,,,,,,,,,,,150.00002,15.590108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVA,,0.88818264,0.88818222,0.88818258,0.88818282,0.88818252,,0.88818252,0.88818246,49.059975,,,,,,267.27838,0.88818246,0.88818264,,20.671761,42.294796,,,156.39928,,,,,,,52.758057,52.758026,52.758038,,,,,,,112.3431,,,,,,,1067.4333,206.7043,,,,,,161.48697,,,,,184.01051,,184.66122,25.51507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,3.23769,6.5057769,1.7426335,3.9244697,10.515025,11.12962,0.56886142,1.2367879,2.3743088,10.940391,0.88300616,0.098111786,34.927738,,1.1773417,23.632946,1.2719313,0.29969749,1.0037525,2.3770962,1.2950776,1.0022336,7.5773206,18.149227,4.083662,1.4414718,17.682932,1.1773419,6.6221967,,2.5509069,2.5509071,2.5509081,7.0640464,7.064045,7.0640483,7.064054,8.0797033,,7.064033,7.4887714,7.0640612,7.0640497,7.0640435,4.4150324,,1.0792298,25.116623,14.083076,,,,18.052597,19.622267,,0.58866948,,,7.0149951,0.98111773,16.934509,1.1049893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN,,92.607109,51.448402,72.027748,,62.808842,84.632629,53.317776,,189.07286,,,,,75.224968,31.51214,120.58218,20.891216,33.650093,0.85661322,8.4968796,51.448395,26.829964,,100.85228,,76.653275,,48.232876,,257.242,154.3452,90.831131,138.91068,102.8968,138.91066,138.91068,183.28491,,67.526009,,231.51779,57.879444,103.97031,,,,,,,,,,,,,,,77.1726,,41.836658,1.4692446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSO,17.513504,20.134489,6.2457762,16.337936,14.791214,11.290018,2.1129391,2.5052722,2.2273834,22.478231,,21.780554,,,,,7.3734112,8.8803558,,2.2485819,8.1097565,6.5798912,13.890409,,17.807512,,,,,,28.056686,21.681461,23.768345,30.720831,22.363796,26.73958,27.662794,,,25.895212,14.369688,,25.187401,6.1962442,,,24.727373,23.758728,,,,,,18.561417,,0.55684388,,,,,,0.22907205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,0,,,0,,,,,,,0,0,0,0,0,,,,0,0,0,0,,,0,0,0,0,,,0,,0,0,,,0,0,0,,0,,,0,0,0,,,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,,36.817226,34.056755,36.39492,,,49.914143,,,64.464638,,,,,,,13.003625,12.321105,,,,12.432617,,,,,,,34.658466,,69.578423,63.935951,53.569889,42.570255,45.744495,,,,,37.008297,,136.54326,32.670303,61.319023,,,,,,,,,,,,,,,22.453758,,24.674191,0.86652339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,,24.000006,21.999996,,20.999998,20.999996,,,71.970535,27.000002,,,,,,56.999989,0,0,0,,10.115884,,,11.000002,,,,,,,73,73.000008,73,,,,,,,74.706367,,,,123.78091,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDG,0.021937877,2.0172765,,0.64769459,,,,0.15893504,,0.34924102,0.041199643,0.012607982,,,0.93299031,,0.16345114,0.038512982,0.12898853,,0.16642545,0.1287933,,,0.5295347,0.18523824,,0.15129583,,,0.93648189,0.46991748,0.5333662,0.90777361,0.90777326,0.90777344,,1.0382917,,0.90777236,0.962354,,0.90777469,0.90777403,0.40543723,0.87504965,0.8272357,,1.8097626,,,,,2.5215828,,0.075647704,,,0.2445948,,,0.14199796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWI,60,32.561852,8.7219973,17.999998,,,2.8471897,12,11.883576,59.999996,4,0.49105623,174.81569,4.7494431,29.999994,,6.3660998,1.5000058,5.023849,11.897524,6.4819489,16,37.924999,,20.439001,7.2146645,88.504295,5.8926754,,,60.000004,59.999992,60.000004,35.356014,35.356022,35.35603,35.356064,8,3.9284492,,37.481796,,35.356045,35.356003,48,34.081463,32.219227,,70.486755,,,,,98.21077,,2.9463296,,,23.999998,,,5.5305452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYS,81.726913,,,64.999184,,,,,,81.231178,40.6245,7.6469584,170.14449,,90.329735,,16.385725,,25.007677,0.63660771,6.3146095,11.470448,,,74.950203,6.4521227,,90.807678,,,107.53539,107.5354,107.53542,53.642277,57.642166,76.719849,115.45264,53.572464,,,135.61827,,,77.267426,54.48457,83.638672,80.293121,,95.587013,,,,,95.586571,,2.8676038,,,68.822708,26.76437,,1.0918961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,2.8764899,2.1014049,0.56288099,1.6280093,,,0.18374556,0.39948979,0.76691592,3.5338116,0.10355707,0.031690698,,0.30650908,2.8481627,,,0.096804082,0.32421818,0.76781631,0.41831765,0.3237274,,,1.3190473,0.46560407,5.7116947,0.38028848,,,2.3538866,1.1811588,1.3406388,2.2817287,2.2817287,2.2817295,2.2817316,2.6097918,0.25352558,,2.4189179,2.281734,,2.2817271,1.0190839,2.1994741,2.079294,,,,,,,6.3381119,,0.19014373,,,1.5917852,0.31690687,,0.35691822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,7.3305726,0.97217768,0.26040703,0.75316989,,,0.085006677,0.18481691,,1.6348557,0.047908872,0.014661144,,0.14180098,,,,0.044784691,0.14999382,0.35521662,,0.14976677,,,,,,,,,4.1051202,3.5186746,0.62022245,,,,,,,,,1.0556043,,1.0556017,,,0.96194839,,,,,,,2.9322147,,,,,,,,0.16512182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,137.12204,132.04346,40.628777,76.178955,,53.325279,83.542938,60.943176,,137.12215,25.926405,10.15719,225.99701,,114.26847,139.81586,38.089474,25.392992,25.392939,0.84558368,36.185001,25.39299,26.484531,44.69466,121.88631,45.707352,85.701324,119.95662,58.008991,,137.12212,60.943157,101.5718,41.898399,53.325245,101.9043,153.35165,114.26844,,64.752083,148.54893,228.53677,91.414703,102.63165,45.707344,12.696487,,,64.752106,,,,,,,3.8089364,,,81.2575,35.550137,41.298,0.03395313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,2.7032051,3.1077514,0.9640342,2.5217566,2.2830203,1.7426108,0.32613167,0.38668823,0.3437961,3.4695108,0.44554934,3.3618236,5.099627,,,2.8783491,1.1380844,1.3706806,1.0107685,0.34706804,1.2517391,1.0156047,2.1439817,2.5606124,,0.19091292,2.6811078,2.2285979,0.62575716,,4.3305435,3.3465292,3.6686378,4.7417536,3.4518466,4.1272483,4.2697463,,,3.9969201,2.217958,,3.8876693,0.95638913,1.9012386,,3.8166647,3.6671543,1.9928151,,,,,2.8649504,,0.085948728,,,2.6330888,0.7290501,2.4725237,0.035357177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,12.000005,12.000001,12.000001,11.999995,11.999993,12.000002,11.999998,11.999996,11.999998,213.94341,,207.30318,314.46295,,123.00004,143,8,8,8,,3.0000019,2.9999998,23.999996,3,91.999962,,2.999999,,7.0000019,,65.999977,66.000015,66.000038,201,200.99992,201.00005,201.00005,422.09921,,65.000008,,239.39655,96.999992,58.974636,,,,,,,,,,,,5.2999301,,,162.36642,,152.46544,1.2341208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,1.9132321,1.3977036,0.37438762,1.0828335,,2.3910892,0.12221428,0.26571161,0.51009691,2.3504367,0.068878703,0.021078344,7.5038819,0.20386761,1.8943907,,0.27326187,0.064387061,0.21564636,0.51069564,0.27823463,0.21531995,1.6279126,,0.87733424,0.3096858,3.7990046,0.25294033,,,1.565634,0.78562135,0.89169461,1.5176409,1.5176412,1.5176408,1.5176424,1.735844,0.16862687,1.517638,1.6088881,,1.5176417,1.5176407,0.67782062,1.4629308,1.3829956,,3.0256107,,,,3.8784227,4.2156506,,0.1264699,,,1.0587397,,,0.23739617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,10.962317,7.499999,0.79999989,1.0999999,9.2583399,7.0668178,1.3225635,1.5681382,1.3941977,14.069912,,,,,,14.599999,4.6152782,5.5585265,,1.4074664,7.6999989,,8.6944971,10.384062,,,,,,,7.000001,7,7.0000005,,,,,,,16.208721,,,15.765682,3.8784461,,,,14.871425,,,,,,,,,,,6.7999992,,10.026836,0.14338428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM,0.57971406,0.49813905,,0.49242517,,,0.67534113,0.42545831,,0.87221009,0.20958292,0.082108334,1.8269063,,0.60027117,,0.17593974,,0.26851699,,,0.16821383,0.21409477,,0.8047685,,0.61166841,0.96970093,,,0.94139999,,0.72480321,,,,1.2396584,0.57522774,,,1.4561855,1.8474369,0.44203067,0.82964957,1.0092384,0.32493448,,,,,,,,1.0263492,,0.030790552,,,0.30380058,,,0.011724098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
